,image,class,format,mode,shape
3868,Not Schizophrenia  (342).jpg,normal,JPEG,RGB,"(244, 262, 3)"
3869,Not Schizophrenia  (343).jpg,normal,JPEG,RGB,"(344, 320, 3)"
3870,Not Schizophrenia  (344).jpg,normal,JPEG,RGB,"(777, 622, 3)"
3871,Not Schizophrenia  (345).jpg,normal,JPEG,RGB,"(714, 1000, 3)"
3872,Not Schizophrenia  (346).jpg,normal,JPEG,RGB,"(602, 655, 3)"
3873,Not Schizophrenia  (347).jpg,normal,JPEG,RGB,"(512, 446, 3)"
3874,Not Schizophrenia  (348).jpg,normal,JPEG,RGB,"(469, 387, 3)"
3875,Not Schizophrenia  (349).jpg,normal,JPEG,RGB,"(512, 439, 3)"
3876,Not Schizophrenia  (35).jpg,normal,JPEG,RGB,"(242, 208, 3)"
3877,Not Schizophrenia  (350).jpg,normal,JPEG,RGB,"(480, 852, 3)"
3878,Not Schizophrenia  (351).jpg,normal,JPEG,RGB,"(251, 447, 3)"
3879,Not Schizophrenia  (352).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3880,Not Schizophrenia  (353).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3881,Not Schizophrenia  (354).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3882,Not Schizophrenia  (355).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3883,Not Schizophrenia  (356).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3884,Not Schizophrenia  (357).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3885,Not Schizophrenia  (358).jpg,normal,JPEG,RGB,"(243, 203, 3)"
3886,Not Schizophrenia  (359).jpg,normal,JPEG,RGB,"(236, 255, 3)"
3887,Not Schizophrenia  (36).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3888,Not Schizophrenia  (360).jpg,normal,JPEG,RGB,"(218, 233, 3)"
3889,Not Schizophrenia  (361).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3890,Not Schizophrenia  (362).jpg,normal,JPEG,RGB,"(357, 236, 3)"
3891,Not Schizophrenia  (363).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3892,Not Schizophrenia  (364).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3893,Not Schizophrenia  (365).jpg,normal,JPEG,RGB,"(269, 236, 3)"
3894,Not Schizophrenia  (366).jpg,normal,JPEG,RGB,"(210, 200, 3)"
3895,Not Schizophrenia  (367).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3896,Not Schizophrenia  (368).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3897,Not Schizophrenia  (369).jpg,normal,JPEG,RGB,"(269, 236, 3)"
3898,Not Schizophrenia  (37).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3899,Not Schizophrenia  (370).jpg,normal,JPEG,RGB,"(216, 232, 3)"
3900,Not Schizophrenia  (371).jpg,normal,JPEG,RGB,"(223, 236, 3)"
3901,Not Schizophrenia  (372).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3902,Not Schizophrenia  (373).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3903,Not Schizophrenia  (374).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3904,Not Schizophrenia  (375).jpg,normal,JPEG,RGB,"(357, 236, 3)"
3905,Not Schizophrenia  (376).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3906,Not Schizophrenia  (377).jpg,normal,JPEG,RGB,"(220, 236, 3)"
3907,Not Schizophrenia  (378).jpg,normal,JPEG,RGB,"(222, 236, 3)"
3908,Not Schizophrenia  (379).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3909,Not Schizophrenia  (38).jpg,normal,JPEG,RGB,"(213, 236, 3)"
3910,Not Schizophrenia  (380).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3911,Not Schizophrenia  (381).jpg,normal,JPEG,RGB,"(1446, 1375, 3)"
3912,Not Schizophrenia  (382).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3913,Not Schizophrenia  (383).jpg,normal,JPEG,RGB,"(250, 201, 3)"
3914,Not Schizophrenia  (384).jpg,normal,JPEG,RGB,"(218, 225, 3)"
3915,Not Schizophrenia  (385).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3916,Not Schizophrenia  (386).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3917,Not Schizophrenia  (387).jpg,normal,JPEG,RGB,"(280, 420, 3)"
3918,Not Schizophrenia  (388).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3919,Not Schizophrenia  (389).jpg,normal,JPEG,RGB,"(480, 852, 3)"
3920,Not Schizophrenia  (39).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3921,Not Schizophrenia  (390).jpg,normal,JPEG,RGB,"(275, 220, 3)"
3922,Not Schizophrenia  (391).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3923,Not Schizophrenia  (392).jpg,normal,JPEG,RGB,"(512, 416, 3)"
3924,Not Schizophrenia  (393).jpg,normal,JPEG,RGB,"(512, 512, 3)"
3925,Not Schizophrenia  (394).jpg,normal,JPEG,RGB,"(231, 218, 3)"
3926,Not Schizophrenia  (395).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3927,Not Schizophrenia  (396).jpg,normal,JPEG,RGB,"(583, 1000, 3)"
3928,Not Schizophrenia  (397).jpg,normal,JPEG,RGB,"(200, 200, 3)"
3929,Not Schizophrenia  (398).jpg,normal,JPEG,RGB,"(686, 626, 3)"
3930,Not Schizophrenia  (399).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3932,Not Schizophrenia  (4).jpg,normal,JPEG,RGB,"(613, 605, 3)"
3933,Not Schizophrenia  (40).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3934,Not Schizophrenia  (400).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3935,Not Schizophrenia  (401).jpg,normal,JPEG,RGB,"(243, 207, 3)"
3936,Not Schizophrenia  (402).jpg,normal,JPEG,RGB,"(424, 417, 3)"
3937,Not Schizophrenia  (403).jpg,normal,JPEG,RGB,"(242, 208, 3)"
3938,Not Schizophrenia  (404).jpg,normal,JPEG,RGB,"(214, 229, 3)"
3939,Not Schizophrenia  (405).jpg,normal,JPEG,RGB,"(512, 416, 3)"
3940,Not Schizophrenia  (406).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3941,Not Schizophrenia  (407).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3942,Not Schizophrenia  (408).jpg,normal,JPEG,RGB,"(450, 600, 3)"
3943,Not Schizophrenia  (409).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3944,Not Schizophrenia  (41).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3945,Not Schizophrenia  (410).jpg,normal,JPEG,RGB,"(380, 336, 3)"
3946,Not Schizophrenia  (411).jpg,normal,JPEG,RGB,"(222, 212, 3)"
3947,Not Schizophrenia  (412).jpg,normal,JPEG,RGB,"(211, 219, 3)"
3948,Not Schizophrenia  (413).jpg,normal,JPEG,RGB,"(600, 652, 3)"
3949,Not Schizophrenia  (414).jpg,normal,JPEG,RGB,"(649, 926, 3)"
3950,Not Schizophrenia  (415).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3951,Not Schizophrenia  (416).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3952,Not Schizophrenia  (417).jpg,normal,JPEG,RGB,"(256, 256, 3)"
3953,Not Schizophrenia  (418).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3954,Not Schizophrenia  (419).jpg,normal,JPEG,RGB,"(602, 655, 3)"
3955,Not Schizophrenia  (42).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3956,Not Schizophrenia  (420).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3957,Not Schizophrenia  (421).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3958,Not Schizophrenia  (422).jpg,normal,JPEG,RGB,"(398, 497, 3)"
3959,Not Schizophrenia  (423).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3960,Not Schizophrenia  (424).jpg,normal,JPEG,RGB,"(717, 717, 3)"
3961,Not Schizophrenia  (425).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3962,Not Schizophrenia  (426).jpg,normal,JPEG,RGB,"(220, 330, 3)"
3963,Not Schizophrenia  (427).jpg,normal,JPEG,RGB,"(649, 926, 3)"
3964,Not Schizophrenia  (428).jpg,normal,JPEG,RGB,"(418, 364, 3)"
3965,Not Schizophrenia  (429).jpg,normal,JPEG,RGB,"(443, 354, 3)"
3966,Not Schizophrenia  (43).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3967,Not Schizophrenia  (430).jpg,normal,JPEG,RGB,"(824, 755, 3)"
3968,Not Schizophrenia  (431).jpg,normal,JPEG,RGB,"(480, 853, 3)"
3969,Not Schizophrenia  (432).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3970,Not Schizophrenia  (433).jpg,normal,JPEG,RGB,"(519, 600, 3)"
3971,Not Schizophrenia  (434).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3972,Not Schizophrenia  (435).jpg,normal,JPEG,RGB,"(480, 853, 3)"
3973,Not Schizophrenia  (436).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3974,Not Schizophrenia  (437).jpg,normal,JPEG,RGB,"(480, 853, 3)"
3975,Not Schizophrenia  (438).jpg,normal,JPEG,RGB,"(500, 500, 3)"
3976,Not Schizophrenia  (439).jpg,normal,JPEG,RGB,"(674, 648, 3)"
3977,Not Schizophrenia  (44).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3978,Not Schizophrenia  (440).jpg,normal,JPEG,RGB,"(512, 434, 3)"
3979,Not Schizophrenia  (441).jpg,normal,JPEG,RGB,"(509, 452, 3)"
3980,Not Schizophrenia  (442).jpg,normal,JPEG,RGB,"(513, 502, 3)"
3981,Not Schizophrenia  (443).jpg,normal,JPEG,RGB,"(504, 450, 3)"
3982,Not Schizophrenia  (444).jpg,normal,JPEG,RGB,"(506, 444, 3)"
3983,Not Schizophrenia  (445).jpg,normal,JPEG,RGB,"(488, 504, 3)"
3984,Not Schizophrenia  (446).jpg,normal,JPEG,RGB,"(501, 456, 3)"
3985,Not Schizophrenia  (447).jpg,normal,JPEG,RGB,"(502, 438, 3)"
3986,Not Schizophrenia  (448).jpg,normal,JPEG,RGB,"(496, 453, 3)"
3987,Not Schizophrenia  (449).jpg,normal,JPEG,RGB,"(470, 469, 3)"
3988,Not Schizophrenia  (45).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3989,Not Schizophrenia  (450).jpg,normal,JPEG,RGB,"(406, 331, 3)"
3990,Not Schizophrenia  (451).jpg,normal,JPEG,RGB,"(415, 339, 3)"
3991,Not Schizophrenia  (452).jpg,normal,JPEG,RGB,"(310, 329, 3)"
3992,Not Schizophrenia  (453).jpg,normal,JPEG,RGB,"(832, 825, 3)"
3993,Not Schizophrenia  (454).jpg,normal,JPEG,RGB,"(824, 755, 3)"
3994,Not Schizophrenia  (455).jpg,normal,JPEG,RGB,"(600, 494, 3)"
3995,Not Schizophrenia  (456).jpg,normal,JPEG,RGB,"(248, 208, 3)"
3996,Not Schizophrenia  (457).jpg,normal,JPEG,RGB,"(275, 220, 3)"
3997,Not Schizophrenia  (458).jpg,normal,JPEG,RGB,"(250, 201, 3)"
3998,Not Schizophrenia  (459).jpg,normal,JPEG,RGB,"(262, 227, 3)"
3999,Not Schizophrenia  (46).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4000,Not Schizophrenia  (460).jpg,normal,JPEG,RGB,"(1024, 1024, 3)"
4001,Not Schizophrenia  (461).jpg,normal,JPEG,RGB,"(326, 276, 3)"
4002,Not Schizophrenia  (462).jpg,normal,JPEG,RGB,"(600, 600, 3)"
4003,Not Schizophrenia  (463).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4004,Not Schizophrenia  (464).jpg,normal,JPEG,RGB,"(264, 210, 3)"
4005,Not Schizophrenia  (465).jpg,normal,JPEG,RGB,"(630, 630, 3)"
4006,Not Schizophrenia  (466).jpg,normal,JPEG,RGB,"(280, 278, 3)"
4007,Not Schizophrenia  (467).jpg,normal,JPEG,RGB,"(207, 207, 3)"
4008,Not Schizophrenia  (468).jpg,normal,JPEG,RGB,"(848, 785, 3)"
4009,Not Schizophrenia  (469).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4010,Not Schizophrenia  (47).jpg,normal,JPEG,RGB,"(168, 300, 3)"
4011,Not Schizophrenia  (470).jpg,normal,JPEG,RGB,"(583, 1000, 3)"
4012,Not Schizophrenia  (471).jpg,normal,JPEG,RGB,"(512, 512, 3)"
4013,Not Schizophrenia  (472).jpg,normal,JPEG,RGB,"(848, 785, 3)"
4014,Not Schizophrenia  (473).jpg,normal,JPEG,RGB,"(350, 350, 3)"
4015,Not Schizophrenia  (474).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4016,Not Schizophrenia  (475).jpg,normal,JPEG,RGB,"(512, 416, 3)"
4017,Not Schizophrenia  (476).jpg,normal,JPEG,RGB,"(630, 630, 3)"
4018,Not Schizophrenia  (477).jpg,normal,JPEG,RGB,"(851, 724, 3)"
4019,Not Schizophrenia  (478).jpg,normal,JPEG,RGB,"(575, 626, 3)"
4020,Not Schizophrenia  (479).jpg,normal,JPEG,RGB,"(1075, 890, 3)"
4021,Not Schizophrenia  (48).jpg,normal,JPEG,RGB,"(194, 259, 3)"
4022,Not Schizophrenia  (480).jpg,normal,JPEG,RGB,"(328, 267, 3)"
4023,Not Schizophrenia  (481).jpg,normal,JPEG,RGB,"(351, 321, 3)"
4024,Not Schizophrenia  (482).jpg,normal,JPEG,RGB,"(250, 202, 3)"
4025,Not Schizophrenia  (483).jpg,normal,JPEG,RGB,"(257, 221, 3)"
4026,Not Schizophrenia  (484).jpg,normal,JPEG,RGB,"(720, 1280, 3)"
4027,Not Schizophrenia  (485).jpg,normal,JPEG,RGB,"(258, 314, 3)"
4028,Not Schizophrenia  (486).jpg,normal,JPEG,RGB,"(332, 590, 3)"
4029,Not Schizophrenia  (487).jpg,normal,JPEG,RGB,"(262, 224, 3)"
4030,Not Schizophrenia  (488).jpg,normal,JPEG,RGB,"(512, 512, 3)"
4031,Not Schizophrenia  (489).jpg,normal,JPEG,RGB,"(260, 314, 3)"
4032,Not Schizophrenia  (49).jpg,normal,JPEG,RGB,"(442, 441, 3)"
4033,Not Schizophrenia  (490).jpg,normal,JPEG,RGB,"(320, 296, 3)"
4034,Not Schizophrenia  (491).jpg,normal,JPEG,RGB,"(253, 278, 3)"
4035,Not Schizophrenia  (492).jpg,normal,JPEG,RGB,"(1024, 1024, 3)"
4036,Not Schizophrenia  (493).jpg,normal,JPEG,RGB,"(528, 528, 3)"
4037,Not Schizophrenia  (494).jpg,normal,JPEG,RGB,"(242, 208, 3)"
4038,Not Schizophrenia  (495).jpg,normal,JPEG,RGB,"(872, 850, 3)"
4039,Not Schizophrenia  (496).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4040,Not Schizophrenia  (497).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4041,Not Schizophrenia  (498).jpg,normal,JPEG,RGB,"(512, 512, 3)"
4042,Not Schizophrenia  (499).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4043,Not Schizophrenia  (5).jpeg,normal,JPEG,RGB,"(630, 630, 3)"
4044,Not Schizophrenia  (5).jpg,normal,JPEG,RGB,"(250, 201, 3)"
4045,Not Schizophrenia  (50).jpg,normal,JPEG,RGB,"(474, 356, 3)"
4046,Not Schizophrenia  (500).jpg,normal,JPEG,RGB,"(872, 850, 3)"
4047,Not Schizophrenia  (501).jpg,normal,JPEG,RGB,"(248, 203, 3)"
4048,Not Schizophrenia  (502).jpg,normal,JPEG,RGB,"(781, 733, 3)"
4049,Not Schizophrenia  (503).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4050,Not Schizophrenia  (504).jpg,normal,JPEG,RGB,"(605, 600, 3)"
4051,Not Schizophrenia  (505).jpg,normal,JPEG,RGB,"(280, 229, 3)"
4052,Not Schizophrenia  (506).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4053,Not Schizophrenia  (507).jpg,normal,JPEG,RGB,"(725, 728, 3)"
4054,Not Schizophrenia  (508).jpg,normal,JPEG,RGB,"(745, 850, 3)"
4055,Not Schizophrenia  (509).jpg,normal,JPEG,RGB,"(217, 232, 3)"
4056,Not Schizophrenia  (51).jpg,normal,JPEG,RGB,"(530, 380, 3)"
4057,Not Schizophrenia  (510).jpg,normal,JPEG,RGB,"(278, 208, 3)"
4058,Not Schizophrenia  (511).jpg,normal,JPEG,RGB,"(275, 220, 3)"
4059,Not Schizophrenia  (512).jpg,normal,JPEG,RGB,"(300, 227, 3)"
4060,Not Schizophrenia  (513).jpg,normal,JPEG,RGB,"(236, 214, 3)"
4061,Not Schizophrenia  (514).jpg,normal,JPEG,RGB,"(293, 216, 3)"
4062,Not Schizophrenia  (515).jpg,normal,JPEG,RGB,"(361, 642, 3)"
4063,Not Schizophrenia  (516).jpg,normal,JPEG,RGB,"(302, 216, 3)"
4064,Not Schizophrenia  (517).jpg,normal,JPEG,RGB,"(750, 750, 3)"
4065,Not Schizophrenia  (518).jpg,normal,JPEG,RGB,"(273, 251, 3)"
4066,Not Schizophrenia  (519).jpg,normal,JPEG,RGB,"(540, 504, 3)"
4067,Not Schizophrenia  (52).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4068,Not Schizophrenia  (520).jpg,normal,JPEG,RGB,"(274, 244, 3)"
4069,Not Schizophrenia  (521).jpg,normal,JPEG,RGB,"(280, 420, 3)"
4070,Not Schizophrenia  (522).jpg,normal,JPEG,RGB,"(274, 230, 3)"
4071,Not Schizophrenia  (523).jpg,normal,JPEG,RGB,"(585, 629, 3)"
4072,Not Schizophrenia  (524).jpg,normal,JPEG,RGB,"(244, 201, 3)"
4073,Not Schizophrenia  (525).jpg,normal,JPEG,RGB,"(630, 630, 3)"
4074,Not Schizophrenia  (526).jpg,normal,JPEG,RGB,"(248, 237, 3)"
4075,Not Schizophrenia  (527).jpg,normal,JPEG,RGB,"(301, 275, 3)"
4076,Not Schizophrenia  (528).jpg,normal,JPEG,RGB,"(248, 217, 3)"
4077,Not Schizophrenia  (529).jpg,normal,JPEG,RGB,"(664, 550, 3)"
4078,Not Schizophrenia  (53).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4079,Not Schizophrenia  (530).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4080,Not Schizophrenia  (531).jpg,normal,JPEG,RGB,"(239, 253, 3)"
4081,Not Schizophrenia  (532).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4082,Not Schizophrenia  (533).jpg,normal,JPEG,RGB,"(235, 230, 3)"
4083,Not Schizophrenia  (534).jpg,normal,JPEG,RGB,"(442, 409, 3)"
4084,Not Schizophrenia  (535).jpg,normal,JPEG,RGB,"(484, 405, 3)"
4085,Not Schizophrenia  (536).jpg,normal,JPEG,RGB,"(483, 430, 3)"
4086,Not Schizophrenia  (537).jpg,normal,JPEG,RGB,"(490, 410, 3)"
4087,Not Schizophrenia  (538).jpg,normal,JPEG,RGB,"(489, 416, 3)"
4088,Not Schizophrenia  (539).jpg,normal,JPEG,RGB,"(485, 407, 3)"
4089,Not Schizophrenia  (54).jpg,normal,JPEG,RGB,"(222, 227, 3)"
4090,Not Schizophrenia  (540).jpg,normal,JPEG,RGB,"(486, 421, 3)"
4091,Not Schizophrenia  (541).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4092,Not Schizophrenia  (542).jpg,normal,JPEG,RGB,"(496, 414, 3)"
4093,Not Schizophrenia  (543).jpg,normal,JPEG,RGB,"(496, 411, 3)"
4094,Not Schizophrenia  (544).jpg,normal,JPEG,RGB,"(252, 222, 3)"
4095,Not Schizophrenia  (545).jpg,normal,JPEG,RGB,"(259, 225, 3)"
4096,Not Schizophrenia  (546).jpg,normal,JPEG,RGB,"(243, 233, 3)"
4097,Not Schizophrenia  (547).jpg,normal,JPEG,RGB,"(231, 236, 3)"
4098,Not Schizophrenia  (548).JPG,normal,JPEG,RGB,"(338, 276, 3)"
4099,Not Schizophrenia  (549).JPG,normal,JPEG,RGB,"(248, 208, 3)"
4100,Not Schizophrenia  (55).jpg,normal,JPEG,RGB,"(236, 236, 3)"
4102,Not Schizophrenia  (551).jpg,normal,JPEG,RGB,"(250, 201, 3)"
4103,Not Schizophrenia  (552).jpg,normal,JPEG,RGB,"(257, 196, 3)"
4104,Not Schizophrenia  (553).jpg,normal,JPEG,RGB,"(614, 630, 3)"
4106,Not Schizophrenia  (555).jpg,normal,JPEG,RGB,"(238, 212, 3)"
4107,Not Schizophrenia  (556).jpg,normal,JPEG,RGB,"(393, 350, 3)"
4108,Not Schizophrenia  (557).JPG,normal,JPEG,RGB,"(282, 230, 3)"
4109,Not Schizophrenia  (558).JPG,normal,JPEG,RGB,"(262, 227, 3)"
4111,Not Schizophrenia  (56).jpg,normal,JPEG,RGB,"(234, 218, 3)"
4112,Not Schizophrenia  (560).JPG,normal,JPEG,RGB,"(326, 276, 3)"
4113,Not Schizophrenia  (561).JPG,normal,JPEG,RGB,"(264, 210, 3)"
4114,Not Schizophrenia  (562).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4115,Not Schizophrenia  (563).jpg,normal,JPEG,RGB,"(217, 232, 3)"
4116,Not Schizophrenia  (564).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4118,Not Schizophrenia  (566).jpg,normal,JPEG,RGB,"(236, 214, 3)"
4119,Not Schizophrenia  (567).jpg,normal,JPEG,RGB,"(361, 642, 3)"
4121,Not Schizophrenia  (569).jpg,normal,JPEG,RGB,"(540, 504, 3)"
4122,Not Schizophrenia  (57).jpg,normal,JPEG,RGB,"(268, 236, 3)"
4123,Not Schizophrenia  (570).jpg,normal,JPEG,RGB,"(280, 420, 3)"
4124,Not Schizophrenia  (571).jpg,normal,JPEG,RGB,"(244, 206, 3)"
4128,Not Schizophrenia  (575).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4131,Not Schizophrenia  (578).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4132,Not Schizophrenia  (579).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4133,Not Schizophrenia  (58).jpg,normal,JPEG,RGB,"(280, 212, 3)"
4135,Not Schizophrenia  (581).jpg,normal,JPEG,RGB,"(630, 630, 3)"
4136,Not Schizophrenia  (582).jpg,normal,JPEG,RGB,"(198, 150, 3)"
4137,Not Schizophrenia  (583).jpg,normal,JPEG,RGB,"(192, 192, 3)"
4138,Not Schizophrenia  (584).jpg,normal,JPEG,RGB,"(444, 468, 3)"
4139,Not Schizophrenia  (585).jpg,normal,JPEG,RGB,"(201, 173, 3)"
4140,Not Schizophrenia  (586).jpg,normal,JPEG,RGB,"(262, 227, 3)"
4141,Not Schizophrenia  (587).jpg,normal,JPEG,RGB,"(326, 276, 3)"
4142,Not Schizophrenia  (588).jpg,normal,JPEG,RGB,"(250, 201, 3)"
4143,Not Schizophrenia  (589).jpg,normal,JPEG,RGB,"(257, 196, 3)"
4144,Not Schizophrenia  (59).jpg,normal,JPEG,RGB,"(300, 236, 3)"
4145,Not Schizophrenia  (590).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4146,Not Schizophrenia  (591).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4147,Not Schizophrenia  (592).jpg,normal,JPEG,RGB,"(236, 214, 3)"
4148,Not Schizophrenia  (593).jpg,normal,JPEG,RGB,"(630, 630, 3)"
4149,Not Schizophrenia  (594).jpg,normal,JPEG,RGB,"(361, 642, 3)"
4150,Not Schizophrenia  (595).jpg,normal,JPEG,RGB,"(449, 359, 3)"
4151,Not Schizophrenia  (596).jpg,normal,JPEG,RGB,"(280, 420, 3)"
4152,Not Schizophrenia  (597).jpg,normal,JPEG,RGB,"(244, 206, 3)"
4153,Not Schizophrenia  (598).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4154,Not Schizophrenia  (599).jpg,normal,JPEG,RGB,"(664, 550, 3)"
4155,Not Schizophrenia  (6).jpeg,normal,JPEG,RGB,"(442, 400, 3)"
4156,Not Schizophrenia  (6).jpg,normal,JPEG,RGB,"(592, 562, 3)"
4157,Not Schizophrenia  (60).jpg,normal,JPEG,RGB,"(315, 236, 3)"
4158,Not Schizophrenia  (600).jpg,normal,JPEG,RGB,"(442, 442, 3)"
4159,Not Schizophrenia  (601).jpg,normal,JPEG,RGB,"(400, 393, 3)"
4160,Not Schizophrenia  (602).jpg,normal,JPEG,RGB,"(454, 442, 3)"
4161,Not Schizophrenia  (603).jpg,normal,JPEG,RGB,"(680, 680, 3)"
4162,Not Schizophrenia  (604).jpg,normal,JPEG,RGB,"(444, 468, 3)"
4163,Not Schizophrenia  (605).jpg,normal,JPEG,RGB,"(449, 359, 3)"
4164,Not Schizophrenia  (606).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4165,Not Schizophrenia  (607).jpg,normal,JPEG,RGB,"(282, 230, 3)"
4166,Not Schizophrenia  (608).jpg,normal,JPEG,RGB,"(248, 208, 3)"
4167,Not Schizophrenia  (609).jpg,normal,JPEG,RGB,"(262, 227, 3)"
4168,Not Schizophrenia  (61).jpg,normal,JPEG,RGB,"(252, 236, 3)"
4169,Not Schizophrenia  (610).jpg,normal,JPEG,RGB,"(326, 276, 3)"
4170,Not Schizophrenia  (611).jpg,normal,JPEG,RGB,"(250, 201, 3)"
4171,Not Schizophrenia  (612).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4172,Not Schizophrenia  (613).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4173,Not Schizophrenia  (614).jpg,normal,JPEG,RGB,"(217, 232, 3)"
4174,Not Schizophrenia  (615).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4176,Not Schizophrenia  (617).jpg,normal,JPEG,RGB,"(244, 206, 3)"
4178,Not Schizophrenia  (619).jpg,normal,JPEG,RGB,"(236, 214, 3)"
4179,Not Schizophrenia  (62).jpg,normal,JPEG,RGB,"(236, 236, 3)"
4180,Not Schizophrenia  (620).jpg,normal,JPEG,RGB,"(630, 630, 3)"
4181,Not Schizophrenia  (621).jpg,normal,JPEG,RGB,"(361, 642, 3)"
4182,Not Schizophrenia  (622).jpg,normal,JPEG,RGB,"(540, 504, 3)"
4183,Not Schizophrenia  (623).jpg,normal,JPEG,RGB,"(280, 420, 3)"
4184,Not Schizophrenia  (624).jpg,normal,JPEG,RGB,"(442, 400, 3)"
4185,Not Schizophrenia  (625).jpg,normal,JPEG,RGB,"(244, 206, 3)"
4186,Not Schizophrenia  (626).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4188,Not Schizophrenia  (628).jpg,normal,JPEG,RGB,"(168, 300, 3)"
4189,Not Schizophrenia  (629).jpg,normal,JPEG,RGB,"(282, 230, 3)"
4190,Not Schizophrenia  (63).jpg,normal,JPEG,RGB,"(228, 228, 3)"
4191,Not Schizophrenia  (630).jpg,normal,JPEG,RGB,"(248, 208, 3)"
4192,Not Schizophrenia  (631).jpg,normal,JPEG,RGB,"(262, 227, 3)"
4194,Not Schizophrenia  (633).jpg,normal,JPEG,RGB,"(250, 201, 3)"
4195,Not Schizophrenia  (634).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4196,Not Schizophrenia  (635).jpg,normal,JPEG,RGB,"(217, 232, 3)"
4197,Not Schizophrenia  (636).jpg,normal,JPEG,RGB,"(225, 225, 3)"
4199,Not Schizophrenia  (638).jpg,normal,JPEG,RGB,"(236, 214, 3)"
4200,Not Schizophrenia  (639).jpg,normal,JPEG,RGB,"(183, 275, 3)"
4201,Not Schizophrenia  (64).jpg,normal,JPEG,RGB,"(236, 236, 3)"
